,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6966,1,0,0,1,50,0,1,0,2,2,0,0,2,0,1,1,0,43.05,1838,0
6934,1,0,1,0,71,1,2,1,0,2,0,2,2,2,2,1,1,104.15,5699,0
4443,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.75,3747,0
5610,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.5,1826,1
6500,0,0,0,0,21,0,1,0,2,0,0,2,0,0,2,0,3,35.1,5869,0
2562,1,0,1,1,66,0,1,0,0,0,0,2,2,2,2,0,0,50.55,2919,0
6680,0,0,0,1,48,1,0,1,0,2,2,2,2,0,2,1,3,95.5,3926,1
6453,1,1,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.05,4115,1
3083,1,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,1,23.95,920,0
6484,1,0,0,0,37,1,2,0,2,2,2,2,2,2,1,1,0,90.6,2914,0
2102,1,0,0,1,18,1,2,1,0,0,2,0,0,0,0,1,1,80.55,743,0
632,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.85,5242,0
2493,0,0,1,0,6,1,2,1,0,2,0,0,0,2,0,1,2,90.75,4309,0
2665,1,1,1,0,33,1,0,1,2,2,0,2,0,2,1,1,2,93.55,2655,0
5097,1,0,0,0,35,1,2,1,2,2,2,2,0,0,0,1,3,96.75,2949,0
4406,0,0,0,0,37,1,2,0,2,2,2,2,2,0,0,1,1,78.9,2571,0
5165,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,5449,1
4987,1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1239,0
2334,1,1,1,0,16,1,2,1,0,0,0,0,2,0,0,1,1,85.05,715,0
6238,1,1,1,0,54,1,2,1,0,0,0,0,0,0,0,0,0,74.0,3354,0
3619,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,5001,0
3883,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,79.8,7,0
5273,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.15,613,0
4211,1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2142,1
1494,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,833,1
2401,1,1,0,1,11,1,0,0,0,2,0,2,0,0,0,1,2,54.55,4920,0
3874,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,2,43.75,3463,0
1232,1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2219,1
2661,0,0,0,0,66,0,1,0,2,2,2,2,0,0,2,1,3,47.4,2759,0
2817,0,0,1,0,41,1,0,2,1,1,1,1,1,1,2,0,1,20.65,6276,0
6430,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,3,19.35,2390,0
5818,1,0,0,0,65,1,2,1,0,2,2,0,2,2,2,0,1,105.1,5282,0
4153,1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,20.3,4876,0
5239,1,0,1,1,68,1,0,1,0,2,2,2,2,2,1,0,1,105.75,5680,0
3061,1,1,0,0,23,1,2,1,0,2,2,0,2,2,0,1,2,106.4,2131,1
6018,1,0,0,0,33,1,0,2,1,1,1,1,1,1,2,0,3,20.35,5435,0
6967,1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,89.5,1816,1
1735,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,6067,0
2823,1,0,1,0,39,1,0,2,1,1,1,1,1,1,2,1,0,20.45,5976,0
5365,1,0,0,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.0,457,0
4819,1,0,0,1,53,1,0,2,1,1,1,1,1,1,2,0,0,19.75,101,1
2475,0,0,0,0,53,1,0,1,2,2,2,2,0,2,2,0,3,99.5,4505,0
2564,1,0,0,0,18,1,2,0,0,0,2,2,2,2,1,1,1,82.0,788,1
5929,1,1,1,0,62,1,2,1,2,2,2,0,0,0,0,1,2,89.1,4653,0
5441,0,0,1,0,70,1,2,0,2,0,2,2,0,0,2,0,1,65.3,4030,1
707,1,1,0,0,27,1,2,1,0,2,0,2,2,2,1,1,0,104.65,2559,0
3046,0,0,1,0,61,1,2,1,0,0,2,2,2,2,1,1,0,103.3,5217,0
6009,1,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,103.85,4552,1
5371,0,0,0,0,54,1,2,1,2,0,2,0,2,2,1,1,0,103.95,4668,1
72,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,5563,0
4448,0,1,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,99.7,2564,1
6584,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.55,138,0
1190,1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3326,0
2601,0,0,1,1,72,1,2,1,0,2,2,2,0,2,2,1,0,98.65,5589,0
1125,1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,3646,1
1241,1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1464,0
6305,0,1,0,0,26,1,2,1,2,2,0,0,0,2,0,1,2,95.0,2143,1
5809,0,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,3,85.95,4325,0
3351,0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,53.9,6155,1
4008,0,0,1,1,51,0,1,0,0,0,2,2,2,2,1,1,2,56.15,2502,0
1577,0,0,1,1,17,1,0,1,0,0,2,2,2,2,1,0,0,98.6,1203,1
3906,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.8,5912,1
3729,1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,372,0
4358,1,0,1,1,13,1,0,0,0,0,0,0,2,2,1,1,2,64.75,6279,0
1343,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,3966,0
7024,1,0,1,0,44,1,2,1,2,0,2,0,0,0,0,1,1,84.8,3135,0
440,0,0,1,1,16,1,2,1,2,0,2,2,2,2,0,1,2,112.95,1456,0
1100,1,0,0,1,15,1,2,2,1,1,1,1,1,1,0,1,2,24.8,2816,0
2637,0,0,1,1,36,0,1,0,2,0,2,2,0,0,2,0,1,40.65,983,0
4954,1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,6327,1
649,1,1,0,0,24,1,0,1,0,0,0,0,0,0,0,0,1,70.0,1240,0
1546,0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,0,19.85,244,0
6024,0,0,1,0,3,1,2,1,0,2,0,0,0,2,0,1,1,91.5,2067,1
5370,1,0,1,1,16,1,2,1,0,0,2,0,2,0,0,1,0,90.8,820,0
2852,1,0,1,0,66,1,0,0,2,2,2,2,2,2,2,1,0,85.9,4630,0
3503,1,0,0,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.25,5418,0
5086,1,0,0,0,45,1,0,2,1,1,1,1,1,1,1,1,2,20.4,6398,1
630,1,1,1,1,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,3965,1
4768,1,1,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.8,702,0
1249,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,3811,1
5812,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,5564,1
482,0,1,0,0,20,1,0,1,0,0,0,0,0,2,0,1,2,81.45,1156,0
1584,0,1,0,0,65,0,1,0,0,2,2,0,2,2,2,1,0,53.5,3050,0
4676,1,0,0,1,19,1,0,2,1,1,1,1,1,1,0,1,2,20.0,3234,0
1462,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,5293,0
3040,1,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,1,108.6,5864,1
5411,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,2044,1
3273,1,0,0,0,33,1,0,1,0,0,0,0,0,0,0,0,2,68.25,1789,1
3683,1,0,1,0,71,1,0,0,2,0,0,2,0,0,2,0,0,54.5,3244,0
4145,0,0,0,0,13,1,0,0,2,2,0,2,0,2,0,0,0,67.8,6183,0
4953,0,0,0,0,29,1,0,2,1,1,1,1,1,1,2,0,3,19.4,4598,0
3225,0,0,0,0,13,1,0,0,2,0,0,0,2,2,0,1,2,71.95,6378,0
1072,1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,560,0
2631,1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,99.25,5289,1
1660,1,0,1,0,47,1,2,2,1,1,1,1,1,1,0,0,2,25.4,268,0
2425,1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,1,2,20.3,4306,0
5935,1,1,0,0,13,1,0,0,0,2,0,0,2,0,0,1,2,59.9,5948,0
5345,1,0,0,0,26,1,0,1,0,2,2,0,2,0,0,0,2,89.8,1970,1
3097,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,20.4,3590,0
3976,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,2,24.45,6242,1
6299,0,0,0,0,52,1,2,0,0,0,2,2,2,2,2,1,0,80.95,3611,0
6681,1,1,0,0,3,1,2,1,0,0,2,0,2,0,0,0,2,91.05,2493,1
4998,1,1,0,0,62,1,2,1,0,2,2,2,2,2,1,1,0,110.75,5547,0
5579,0,0,1,1,70,1,2,1,2,2,2,2,0,0,2,0,0,93.9,5249,1
1408,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,5735,0
1845,1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2138,0
1798,1,0,0,0,35,1,2,2,1,1,1,1,1,1,1,0,0,26.2,6454,0
3957,1,0,1,0,63,1,2,1,0,0,2,0,2,2,2,0,2,102.6,5087,0
1475,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,5500,0
35,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,5644,0
444,0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,80.4,2539,0
2359,1,0,1,0,33,1,2,0,2,2,2,0,2,0,0,1,0,72.75,2097,0
3654,0,0,1,0,28,1,0,1,0,2,2,0,0,2,0,0,1,89.9,2081,0
3179,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,19.6,4644,0
1286,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,5714,0
5212,1,0,1,1,72,0,1,0,2,2,2,0,0,0,2,0,1,38.5,2400,0
4445,0,0,0,0,63,1,2,1,2,2,2,0,2,0,2,0,1,98.0,5050,0
3416,1,0,0,1,12,1,0,0,2,0,0,0,2,2,0,1,3,69.85,6163,0
2137,1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,25.4,2719,0
2636,0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,1,113.0,6007,0
4016,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.35,3817,0
6802,0,0,0,0,20,1,2,1,2,0,0,0,2,0,0,1,0,89.1,1452,0
1681,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1410,0
5119,0,0,0,0,5,1,0,1,0,0,0,2,0,0,0,1,3,75.65,3406,0
1692,1,0,1,1,39,0,1,0,0,0,0,0,0,0,1,1,1,25.25,6436,0
5189,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,2,54.3,4486,0
5606,1,0,0,1,15,1,0,0,0,0,2,2,0,0,1,0,1,55.2,6248,0
3635,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1271,0
372,1,0,0,1,24,0,1,0,2,0,0,2,0,0,2,0,3,35.75,6136,0
5405,1,0,0,1,34,1,2,1,2,2,0,0,2,2,1,1,2,103.8,3004,0
6667,0,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,5635,1
140,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,5173,0
4419,0,0,1,1,8,1,0,2,1,1,1,1,1,1,0,0,1,21.05,712,0
6556,0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,1,19.0,96,0
5787,0,0,0,0,36,1,0,1,0,0,2,2,0,2,0,1,2,87.55,2670,1
714,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1212,0
3188,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,3154,1
6214,1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,3,20.05,6191,0
4431,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,69.8,408,0
4921,0,0,1,1,39,1,2,1,0,0,0,2,2,2,0,1,1,99.95,3232,0
406,1,0,1,1,60,1,2,1,2,0,2,0,2,0,1,1,0,95.4,4792,0
20,1,1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,39.65,3340,1
1004,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,3565,0
2411,1,0,0,1,60,1,2,0,2,0,2,2,2,2,2,1,2,84.95,4216,0
2545,0,0,1,1,62,1,0,0,2,0,2,2,2,0,1,1,0,70.75,3632,0
2390,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,2,19.8,1055,0
5655,1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,1,0,25.1,1230,0
42,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,3572,0
2830,1,0,0,0,60,1,0,0,2,2,2,0,0,0,2,0,2,61.4,3142,0
3371,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,3,19.25,1346,1
3022,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.95,3255,0
3364,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,1890,1
4399,0,0,0,0,66,1,2,1,2,2,2,2,0,2,0,1,0,103.1,5263,0
11,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,2836,0
4760,1,0,1,1,66,1,0,0,2,2,2,2,2,0,1,1,2,75.1,4246,0
1177,0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,79.2,3111,0
1947,0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,5149,0
2501,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,2,20.35,642,0
2863,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.6,3744,0
3865,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,24.0,2035,0
1026,1,1,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,100.6,6094,1
3848,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.2,64,0
2989,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.2,1479,0
961,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.5,3156,0
2889,1,0,1,1,58,0,1,0,2,2,2,0,2,0,1,0,3,50.0,2522,0
3015,1,0,1,1,59,1,0,0,2,2,2,2,2,2,2,1,2,86.75,4346,0
3338,0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,89.4,190,1
4967,0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,2,63.6,987,1
735,1,0,1,1,32,0,1,0,0,0,2,0,2,2,0,0,1,50.6,1135,0
4400,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,1,2,24.7,882,0
1440,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,958,0
2875,1,0,1,0,22,1,2,1,0,0,0,0,0,2,0,1,2,85.1,1447,1
3986,1,0,1,0,66,1,2,1,2,2,2,2,0,0,2,0,3,96.6,5171,0
916,0,1,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.4,1121,0
5876,0,1,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,86.0,6239,1
5491,1,0,0,0,21,1,0,0,2,0,2,0,2,0,0,0,0,65.35,783,0
4089,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.75,5548,1
6502,0,0,1,1,44,1,0,0,2,0,0,2,0,0,0,0,0,56.25,2062,0
5499,1,1,0,0,15,1,0,1,0,0,0,0,0,2,0,1,2,79.4,293,1
2772,0,0,1,1,67,1,2,0,2,2,0,2,2,0,2,0,1,74.0,4109,0
1624,0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,98.25,4573,1
6891,0,0,1,0,4,0,1,0,2,0,0,0,0,0,0,1,2,29.05,529,0
821,1,0,1,1,43,1,0,0,2,0,2,2,2,2,2,1,1,79.15,3088,0
1367,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4157,0
3712,1,0,0,0,44,1,0,0,2,0,0,2,2,0,1,0,2,65.4,2406,0
6324,0,0,1,1,9,1,0,1,0,0,0,2,0,0,0,1,2,75.85,5195,0
850,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.8,6200,0
1000,0,0,0,0,7,1,0,1,0,0,2,0,2,2,0,1,2,95.35,5268,1
5228,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,3,44.4,3015,0
4114,0,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,3,19.95,59,0
1637,1,0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,1,29.45,1591,0
1667,1,0,0,0,14,1,2,2,1,1,1,1,1,1,1,1,1,24.8,2792,0
4589,0,0,1,1,10,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1829,0
3173,0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,2666,0
5355,1,0,0,0,48,1,2,1,2,0,0,2,0,2,0,1,2,95.4,3771,0
1347,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,3213,0
6840,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,1481,0
3230,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.55,449,0
6369,1,1,0,0,67,1,0,1,2,2,0,2,2,2,2,1,2,105.05,5612,0
5407,0,0,1,1,63,1,0,0,2,2,2,2,0,0,2,0,3,63.55,3429,0
4783,0,1,1,1,71,1,2,0,2,2,0,0,2,0,1,0,2,69.2,4214,0
3232,1,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,53.65,1541,0
5760,1,1,1,0,16,1,0,1,0,0,2,2,0,2,0,1,2,91.55,977,0
703,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.55,2862,0
7022,1,0,0,0,72,1,2,1,0,2,2,0,2,2,1,1,2,104.95,5796,0
3291,0,0,1,1,24,1,0,0,2,0,0,2,0,0,0,0,2,55.15,581,0
3673,1,0,0,0,42,1,2,1,0,2,0,0,2,2,0,1,2,101.75,3639,1
2408,0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,20.85,6308,0
1327,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,4885,1
6551,0,0,1,0,63,1,0,1,0,2,0,0,2,2,1,1,2,96.0,4989,0
6338,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1611,0
4440,1,0,0,0,43,1,0,0,0,2,0,0,0,2,2,1,2,60.0,2200,0
6735,0,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,1,87.25,5112,0
986,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,43.8,4494,0
5590,1,0,1,1,25,1,0,2,1,1,1,1,1,1,0,1,3,19.15,4038,0
6386,1,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,83.55,4977,0
6055,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,1,2,55.0,2947,0
5830,1,0,0,1,30,1,2,2,1,1,1,1,1,1,1,0,0,25.35,5633,0
4049,0,1,1,0,46,1,2,1,0,0,0,2,2,2,1,0,2,100.25,4026,0
3485,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,1,73.25,568,1
2474,0,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,2,106.35,4089,0
3873,0,0,1,1,51,0,1,0,2,0,0,2,0,0,2,0,0,34.2,1313,0
1198,0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,20.75,6189,0
4181,0,0,1,0,62,1,2,1,0,0,2,0,2,2,0,1,2,101.35,5027,0
1518,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,6466,0
5838,1,0,1,1,53,1,2,0,2,0,0,2,0,2,0,0,2,71.85,3276,0
1799,0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7,6490,1
1014,1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,6515,1
128,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489,0
1364,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,3760,0
5412,1,1,1,0,61,1,2,1,0,2,0,2,0,0,1,1,0,85.55,4398,0
4470,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,44.65,2802,0
891,1,0,1,1,50,1,2,1,0,2,2,0,2,2,0,1,0,103.85,4250,1
2793,1,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.1,2915,0
5912,0,1,0,0,47,1,2,1,0,2,2,0,0,0,0,1,0,85.2,3391,1
4403,0,0,1,1,32,1,2,0,0,2,2,0,0,0,0,0,0,62.45,1678,0
6703,0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,1,2,45.25,6211,1
6039,1,1,1,0,27,0,1,0,0,0,0,0,0,2,0,0,0,36.5,68,1
3249,0,0,1,1,10,1,0,0,0,2,2,0,0,0,0,1,3,55.55,4575,0
1208,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,6017,1
3868,0,0,1,1,21,1,0,1,0,2,0,0,0,0,0,1,0,74.05,1014,1
6318,1,0,0,1,12,1,0,2,1,1,1,1,1,1,0,0,1,21.05,1992,0
4065,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489,1
6023,0,1,0,0,51,1,0,2,1,1,1,1,1,1,2,0,1,19.6,6479,0
1239,0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,1171,0
2289,0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,0,3,107.45,5813,0
2740,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,3741,1
275,1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,3422,1
4585,0,1,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.05,6207,1
1035,1,0,0,0,66,1,2,2,1,1,1,1,1,1,2,0,3,25.1,1194,0
1229,1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,3997,0
1008,1,0,1,1,32,1,2,1,2,0,0,0,2,2,0,1,1,99.55,2785,1
3828,0,0,1,0,65,1,0,2,1,1,1,1,1,1,2,0,0,19.35,582,0
2532,0,1,0,0,41,1,0,1,0,0,2,2,2,2,1,1,0,101.1,3431,0
4293,0,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,3,89.8,245,1
1058,1,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,0,89.55,1414,1
5220,0,0,0,0,29,1,0,0,2,0,2,2,0,0,1,0,1,58.0,1244,0
281,0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,0,2,51.2,4212,0
1043,1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,69.75,1983,1
1316,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,865,0
968,0,0,0,0,71,1,0,0,2,2,2,2,2,0,2,0,1,77.35,4603,0
2381,1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1897,0
5617,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.75,3738,0
1939,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,1729,0
6560,1,0,0,1,23,1,0,2,1,1,1,1,1,1,1,0,3,19.8,3935,0
1274,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,5285,0
619,0,0,0,0,7,1,2,1,0,2,0,0,0,0,0,1,0,78.55,4373,0
5113,0,0,1,1,71,1,2,1,2,2,2,2,2,2,2,0,1,113.65,6087,0
1742,0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,1382,1
1390,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,4127,0
5733,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,592,0
1579,1,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,80.45,6448,1
1655,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,618,1
3568,0,0,0,0,21,1,0,1,0,2,0,2,2,2,0,1,0,99.15,1558,0
2352,1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.7,1173,0
2212,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1888,0
7001,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,49.9,546,1
3178,1,0,1,0,52,1,0,1,2,0,0,0,2,0,0,0,2,84.1,3695,1
3192,1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,1,0,19.15,73,0
1307,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2332,0
575,1,0,1,0,61,1,0,0,2,2,0,2,2,2,2,1,3,81.05,4016,0
2360,1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,1,20.05,482,0
1280,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,6145,0
6820,0,0,1,0,59,1,2,1,0,0,2,2,2,0,0,0,2,93.35,4481,0
4957,1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,2,20.4,2167,0
5827,1,0,1,1,34,1,2,1,0,0,2,0,0,2,0,1,1,90.05,2694,0
1993,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,3822,1
2639,1,0,0,0,22,1,2,0,2,0,0,0,0,0,0,1,2,54.45,243,1
269,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.25,1241,0
629,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,3876,1
6574,0,1,0,0,9,1,2,1,0,0,2,0,2,0,0,1,2,90.1,6084,0
3081,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,2,77.85,2584,1
3466,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,1,25.1,1332,0
6146,0,0,0,0,25,1,0,1,0,2,2,0,2,2,0,1,2,99.5,2003,1
4396,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.1,2149,1
4023,1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,0,0,19.8,6204,0
6669,0,1,0,0,35,1,2,1,2,0,0,0,2,2,0,1,2,99.05,3079,0
2046,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,2042,0
4356,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,18.8,4634,0
5528,1,0,1,0,44,1,0,0,2,2,0,2,0,0,1,1,0,59.85,2255,0
2113,1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,1,1,95.0,3709,0
27,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,2,30.2,2592,1
2040,1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,5161,0
